layer,head,program_idx,sentence_idx,iou_score
19,23,58,3,0.873
19,23,58,4,0.89
19,24,58,0,0.625
19,24,58,1,0.696
19,24,58,2,0.616
19,24,58,3,0.603
19,24,58,4,0.545
19,25,58,0,0.924
19,25,58,1,0.846
19,25,58,2,0.923
19,25,58,3,0.86
19,25,58,4,0.94
19,26,58,0,0.719
19,26,58,1,0.708
19,26,58,2,0.734
19,26,58,3,0.779
19,26,58,4,0.777
19,27,58,0,0.758
19,27,58,1,0.749
19,27,58,2,0.772
19,27,58,3,0.815
19,27,58,4,0.692
19,28,58,0,0.426
19,28,58,1,0.367
19,28,58,2,0.474
19,28,58,3,0.41
19,28,58,4,0.532
19,29,58,0,0.674
19,29,58,1,0.64
19,29,58,2,0.693
19,29,58,3,0.592
19,29,58,4,0.575
19,30,58,0,0.562
19,30,58,1,0.578
19,30,58,2,0.593
19,30,58,3,0.647
19,30,58,4,0.535
19,31,58,0,0.552
19,31,58,1,0.668
19,31,58,2,0.649
19,31,58,3,0.736
19,31,58,4,0.681
20,0,58,0,0.614
20,0,58,1,0.559
20,0,58,2,0.562
20,0,58,3,0.567
20,0,58,4,0.65
20,1,58,0,0.666
20,1,58,1,0.71
20,1,58,2,0.758
20,1,58,3,0.687
20,1,58,4,0.743
20,2,58,0,0.741
20,2,58,1,0.654
20,2,58,2,0.736
20,2,58,3,0.658
20,2,58,4,0.712
20,3,58,0,0.282
20,3,58,1,0.23
20,3,58,2,0.329
20,3,58,3,0.358
20,3,58,4,0.421
20,4,58,0,0.427
20,4,58,1,0.377
20,4,58,2,0.447
20,4,58,3,0.543
20,4,58,4,0.583
20,5,58,0,0.682
20,5,58,1,0.769
20,5,58,2,0.693
20,5,58,3,0.766
20,5,58,4,0.745
20,6,58,0,0.514
20,6,58,1,0.484
20,6,58,2,0.512
20,6,58,3,0.515
20,6,58,4,0.498
20,7,58,0,0.709
20,7,58,1,0.696
20,7,58,2,0.779
20,7,58,3,0.73
20,7,58,4,0.795
20,8,58,0,0.95
20,8,58,1,0.919
20,8,58,2,0.951
20,8,58,3,0.924
20,8,58,4,0.927
20,9,58,0,0.521
20,9,58,1,0.695
20,9,58,2,0.726
20,9,58,3,0.684
20,9,58,4,0.643
20,10,58,0,0.941
20,10,58,1,0.932
20,10,58,2,0.921
20,10,58,3,0.913
20,10,58,4,0.887
20,11,58,0,0.549
20,11,58,1,0.409
20,11,58,2,0.534
20,11,58,3,0.44
20,11,58,4,0.678
20,12,58,0,0.788
20,12,58,1,0.775
20,12,58,2,0.863
20,12,58,3,0.82
20,12,58,4,0.794
20,13,58,0,0.93
20,13,58,1,0.883
20,13,58,2,0.928
20,13,58,3,0.866
20,13,58,4,0.928
20,14,58,0,0.507
20,14,58,1,0.577
20,14,58,2,0.653
20,14,58,3,0.628
20,14,58,4,0.43
20,15,58,0,0.54
20,15,58,1,0.576
20,15,58,2,0.554
20,15,58,3,0.622
20,15,58,4,0.51
20,16,58,0,0.95
20,16,58,1,0.939
20,16,58,2,0.953
20,16,58,3,0.933
20,16,58,4,0.925
20,17,58,0,0.841
20,17,58,1,0.783
20,17,58,2,0.791
20,17,58,3,0.869
20,17,58,4,0.813
20,18,58,0,0.527
20,18,58,1,0.484
20,18,58,2,0.579
20,18,58,3,0.58
20,18,58,4,0.563
20,19,58,0,0.695
20,19,58,1,0.602
20,19,58,2,0.6
20,19,58,3,0.475
20,19,58,4,0.716
20,20,58,0,0.504
20,20,58,1,0.549
20,20,58,2,0.623
20,20,58,3,0.691
20,20,58,4,0.582
20,21,58,0,0.69
20,21,58,1,0.821
20,21,58,2,0.843
20,21,58,3,0.78
20,21,58,4,0.638
20,22,58,0,0.66
20,22,58,1,0.651
20,22,58,2,0.68
20,22,58,3,0.619
20,22,58,4,0.619
20,23,58,0,0.603
20,23,58,1,0.609
20,23,58,2,0.635
20,23,58,3,0.618
20,23,58,4,0.668
20,24,58,0,0.63
20,24,58,1,0.604
20,24,58,2,0.656
20,24,58,3,0.585
20,24,58,4,0.734
20,25,58,0,0.775
20,25,58,1,0.709
20,25,58,2,0.703
20,25,58,3,0.708
20,25,58,4,0.679
20,26,58,0,0.916
20,26,58,1,0.829
20,26,58,2,0.794
20,26,58,3,0.751
20,26,58,4,0.878
20,27,58,0,0.553
20,27,58,1,0.478
20,27,58,2,0.491
20,27,58,3,0.341
20,27,58,4,0.568
20,28,58,0,0.44
20,28,58,1,0.457
20,28,58,2,0.496
20,28,58,3,0.553
20,28,58,4,0.523
20,29,58,0,0.97
20,29,58,1,0.946
20,29,58,2,0.97
20,29,58,3,0.945
20,29,58,4,0.965
20,30,58,0,0.602
20,30,58,1,0.517
20,30,58,2,0.6
20,30,58,3,0.718
20,30,58,4,0.61
20,31,58,0,0.524
20,31,58,1,0.482
20,31,58,2,0.526
20,31,58,3,0.5
20,31,58,4,0.597
21,0,58,0,0.587
21,0,58,1,0.662
21,0,58,2,0.703
21,0,58,3,0.754
21,0,58,4,0.754
21,1,58,0,0.956
21,1,58,1,0.872
21,1,58,2,0.928
21,1,58,3,0.89
21,1,58,4,0.925
21,2,58,0,0.494
21,2,58,1,0.495
21,2,58,2,0.479
21,2,58,3,0.523
21,2,58,4,0.59
21,3,58,0,0.678
21,3,58,1,0.662
21,3,58,2,0.666
21,3,58,3,0.647
21,3,58,4,0.674
21,4,58,0,0.506
21,4,58,1,0.591
21,4,58,2,0.649
21,4,58,3,0.57
21,4,58,4,0.534
21,5,58,0,0.388
21,5,58,1,0.319
21,5,58,2,0.324
21,5,58,3,0.331
21,5,58,4,0.391
21,6,58,0,0.948
21,6,58,1,0.893
21,6,58,2,0.948
21,6,58,3,0.909
21,6,58,4,0.952
21,7,58,0,0.424
21,7,58,1,0.471
21,7,58,2,0.47
21,7,58,3,0.572
21,7,58,4,0.5
21,8,58,0,0.621
21,8,58,1,0.476
21,8,58,2,0.601
21,8,58,3,0.565
21,8,58,4,0.631
21,9,58,0,0.555
21,9,58,1,0.714
21,9,58,2,0.562
21,9,58,3,0.556
21,9,58,4,0.528
21,10,58,0,0.684
21,10,58,1,0.503
21,10,58,2,0.738
21,10,58,3,0.601
21,10,58,4,0.714
21,11,58,0,0.4
21,11,58,1,0.46
21,11,58,2,0.438
21,11,58,3,0.445
21,11,58,4,0.464
21,12,58,0,0.469
21,12,58,1,0.415
21,12,58,2,0.549
21,12,58,3,0.498
21,12,58,4,0.536
21,13,58,0,0.501
21,13,58,1,0.435
21,13,58,2,0.515
21,13,58,3,0.558
21,13,58,4,0.547
21,14,58,0,0.456
21,14,58,1,0.515
21,14,58,2,0.483
21,14,58,3,0.443
21,14,58,4,0.543
21,15,58,0,0.295
21,15,58,1,0.342
21,15,58,2,0.358
21,15,58,3,0.445
21,15,58,4,0.359
21,16,58,0,0.358
21,16,58,1,0.44
21,16,58,2,0.514
21,16,58,3,0.583
21,16,58,4,0.462
21,17,58,0,0.724
21,17,58,1,0.651
21,17,58,2,0.729
21,17,58,3,0.702
21,17,58,4,0.499
21,18,58,0,0.577
21,18,58,1,0.48
21,18,58,2,0.561
21,18,58,3,0.697
21,18,58,4,0.733
21,19,58,0,0.591
21,19,58,1,0.719
21,19,58,2,0.557
21,19,58,3,0.544
21,19,58,4,0.433
21,20,58,0,0.626
21,20,58,1,0.574
21,20,58,2,0.594
21,20,58,3,0.573
21,20,58,4,0.544
21,21,58,0,0.722
21,21,58,1,0.662
21,21,58,2,0.74
21,21,58,3,0.666
21,21,58,4,0.778
21,22,58,0,0.518
21,22,58,1,0.386
21,22,58,2,0.453
21,22,58,3,0.42
21,22,58,4,0.482
21,23,58,0,0.929
21,23,58,1,0.938
21,23,58,2,0.855
21,23,58,3,0.88
21,23,58,4,0.852
21,24,58,0,0.706
21,24,58,1,0.625
21,24,58,2,0.679
21,24,58,3,0.643
21,24,58,4,0.717
21,25,58,0,0.906
21,25,58,1,0.922
21,25,58,2,0.944
21,25,58,3,0.919
21,25,58,4,0.95
21,26,58,0,0.494
21,26,58,1,0.393
21,26,58,2,0.382
21,26,58,3,0.562
21,26,58,4,0.56
21,27,58,0,0.433
21,27,58,1,0.498
21,27,58,2,0.487
21,27,58,3,0.517
21,27,58,4,0.777
21,28,58,0,0.327
21,28,58,1,0.242
21,28,58,2,0.33
21,28,58,3,0.342
21,28,58,4,0.349
21,29,58,0,0.738
21,29,58,1,0.809
21,29,58,2,0.847
21,29,58,3,0.783
21,29,58,4,0.871
21,30,58,0,0.427
21,30,58,1,0.409
21,30,58,2,0.535
21,30,58,3,0.657
21,30,58,4,0.564
21,31,58,0,0.622
21,31,58,1,0.522
21,31,58,2,0.63
21,31,58,3,0.627
21,31,58,4,0.65
0,0,59,0,0.095
0,0,59,1,0.084
0,0,59,2,0.09
0,0,59,3,0.081
0,0,59,4,0.077
0,1,59,0,0.086
0,1,59,1,0.08
0,1,59,2,0.079
0,1,59,3,0.074
0,1,59,4,0.07
0,2,59,0,0.109
0,2,59,1,0.101
0,2,59,2,0.108
0,2,59,3,0.096
0,2,59,4,0.088
0,3,59,0,0.095
0,3,59,1,0.085
0,3,59,2,0.094
0,3,59,3,0.082
0,3,59,4,0.076
0,4,59,0,0.098
0,4,59,1,0.091
0,4,59,2,0.095
0,4,59,3,0.086
0,4,59,4,0.079
0,5,59,0,0.097
0,5,59,1,0.089
0,5,59,2,0.096
0,5,59,3,0.085
0,5,59,4,0.078
0,6,59,0,0.092
0,6,59,1,0.083
0,6,59,2,0.09
0,6,59,3,0.079
0,6,59,4,0.074
0,7,59,0,0.095
0,7,59,1,0.088
0,7,59,2,0.088
0,7,59,3,0.083
0,7,59,4,0.076
0,8,59,0,0.099
0,8,59,1,0.089
0,8,59,2,0.095
0,8,59,3,0.082
0,8,59,4,0.08
0,9,59,0,0.102
0,9,59,1,0.095
0,9,59,2,0.097
0,9,59,3,0.089
0,9,59,4,0.082
0,10,59,0,0.1
0,10,59,1,0.091
0,10,59,2,0.094
0,10,59,3,0.081
0,10,59,4,0.08
0,11,59,0,0.102
0,11,59,1,0.09
0,11,59,2,0.096
0,11,59,3,0.082
0,11,59,4,0.08
0,12,59,0,0.103
0,12,59,1,0.095
0,12,59,2,0.1
0,12,59,3,0.083
0,12,59,4,0.084
0,13,59,0,0.098
0,13,59,1,0.091
0,13,59,2,0.094
0,13,59,3,0.083
0,13,59,4,0.08
0,14,59,0,0.102
0,14,59,1,0.094
0,14,59,2,0.096
0,14,59,3,0.089
0,14,59,4,0.081
0,15,59,0,0.105
0,15,59,1,0.096
0,15,59,2,0.105
0,15,59,3,0.088
0,15,59,4,0.085
0,16,59,0,0.057
0,16,59,1,0.053
0,16,59,2,0.052
0,16,59,3,0.046
0,16,59,4,0.047
0,17,59,0,0.049
0,17,59,1,0.047
0,17,59,2,0.046
0,17,59,3,0.043
0,17,59,4,0.042
0,18,59,0,0.054
0,18,59,1,0.054
0,18,59,2,0.054
0,18,59,3,0.049
0,18,59,4,0.045
0,19,59,0,0.141
0,19,59,1,0.134
0,19,59,2,0.162
0,19,59,3,0.118
0,19,59,4,0.108
0,20,59,0,0.052
0,20,59,1,0.054
0,20,59,2,0.052
0,20,59,3,0.048
0,20,59,4,0.045
0,21,59,0,0.068
0,21,59,1,0.067
0,21,59,2,0.068
0,21,59,3,0.057
0,21,59,4,0.054
0,22,59,0,0.091
0,22,59,1,0.076
0,22,59,2,0.071
0,22,59,3,0.074
0,22,59,4,0.068
0,23,59,0,0.064
0,23,59,1,0.06
0,23,59,2,0.071
0,23,59,3,0.059
0,23,59,4,0.054
0,24,59,0,0.108
0,24,59,1,0.097
0,24,59,2,0.096
0,24,59,3,0.082
0,24,59,4,0.085
0,25,59,0,0.089
0,25,59,1,0.082
0,25,59,2,0.092
0,25,59,3,0.091
0,25,59,4,0.072
0,26,59,0,0.069
0,26,59,1,0.065
0,26,59,2,0.069
0,26,59,3,0.084
0,26,59,4,0.056
0,27,59,0,0.098
0,27,59,1,0.091
0,27,59,2,0.092
0,27,59,3,0.084
0,27,59,4,0.08
0,28,59,0,0.12
0,28,59,1,0.114
0,28,59,2,0.109
0,28,59,3,0.088
0,28,59,4,0.098
0,29,59,0,0.107
0,29,59,1,0.097
0,29,59,2,0.101
0,29,59,3,0.086
0,29,59,4,0.085
0,30,59,0,0.115
0,30,59,1,0.09
0,30,59,2,0.114
0,30,59,3,0.068
0,30,59,4,0.084
0,31,59,0,0.095
0,31,59,1,0.088
0,31,59,2,0.095
0,31,59,3,0.095
0,31,59,4,0.077
1,0,59,0,0.182
1,0,59,1,0.182
1,0,59,2,0.193
1,0,59,3,0.167
1,0,59,4,0.185
1,1,59,0,0.204
1,1,59,1,0.172
1,1,59,2,0.197
1,1,59,3,0.156
1,1,59,4,0.189
1,2,59,0,0.196
1,2,59,1,0.175
1,2,59,2,0.169
1,2,59,3,0.158
1,2,59,4,0.197
1,3,59,0,0.118
1,3,59,1,0.103
1,3,59,2,0.109
1,3,59,3,0.103
1,3,59,4,0.103
1,4,59,0,0.152
1,4,59,1,0.142
1,4,59,2,0.189
1,4,59,3,0.143
1,4,59,4,0.151
1,5,59,0,0.17
1,5,59,1,0.139
1,5,59,2,0.181
1,5,59,3,0.124
1,5,59,4,0.129
1,6,59,0,0.181
1,6,59,1,0.167
1,6,59,2,0.202
1,6,59,3,0.169
1,6,59,4,0.183
1,7,59,0,0.212
1,7,59,1,0.193
1,7,59,2,0.219
1,7,59,3,0.16
1,7,59,4,0.197
1,8,59,0,0.087
1,8,59,1,0.081
1,8,59,2,0.101
1,8,59,3,0.074
1,8,59,4,0.077
1,9,59,0,0.047
1,9,59,1,0.042
1,9,59,2,0.051
1,9,59,3,0.039
1,9,59,4,0.036
1,10,59,0,0.065
1,10,59,1,0.069
1,10,59,2,0.092
1,10,59,3,0.067
1,10,59,4,0.062
1,11,59,0,0.105
1,11,59,1,0.103
1,11,59,2,0.116
1,11,59,3,0.091
1,11,59,4,0.089
1,12,59,0,0.073
1,12,59,1,0.068
1,12,59,2,0.085
1,12,59,3,0.066
1,12,59,4,0.061
1,13,59,0,0.073
1,13,59,1,0.072
1,13,59,2,0.095
1,13,59,3,0.068
1,13,59,4,0.064
1,14,59,0,0.066
1,14,59,1,0.068
1,14,59,2,0.074
1,14,59,3,0.059
1,14,59,4,0.059
1,15,59,0,0.089
1,15,59,1,0.083
1,15,59,2,0.094
1,15,59,3,0.08
1,15,59,4,0.082
1,16,59,0,0.065
1,16,59,1,0.097
1,16,59,2,0.062
1,16,59,3,0.077
1,16,59,4,0.092
1,17,59,0,0.073
1,17,59,1,0.096
1,17,59,2,0.068
1,17,59,3,0.068
1,17,59,4,0.088
1,18,59,0,0.058
1,18,59,1,0.073
1,18,59,2,0.053
1,18,59,3,0.058
1,18,59,4,0.08
1,19,59,0,0.058
1,19,59,1,0.071
1,19,59,2,0.061
1,19,59,3,0.07
1,19,59,4,0.07
1,20,59,0,0.074
1,20,59,1,0.084
1,20,59,2,0.082
1,20,59,3,0.071
1,20,59,4,0.08
1,21,59,0,0.061
1,21,59,1,0.083
1,21,59,2,0.066
1,21,59,3,0.063
1,21,59,4,0.089
1,22,59,0,0.078
1,22,59,1,0.1
1,22,59,2,0.084
1,22,59,3,0.078
1,22,59,4,0.091
1,23,59,0,0.06
1,23,59,1,0.095
1,23,59,2,0.057
1,23,59,3,0.066
1,23,59,4,0.086
1,24,59,0,0.118
1,24,59,1,0.111
1,24,59,2,0.117
1,24,59,3,0.121
1,24,59,4,0.102
1,25,59,0,0.103
1,25,59,1,0.107
1,25,59,2,0.136
1,25,59,3,0.109
1,25,59,4,0.094
1,26,59,0,0.139
1,26,59,1,0.121
1,26,59,2,0.156
1,26,59,3,0.135
1,26,59,4,0.121
1,27,59,0,0.15
1,27,59,1,0.137
1,27,59,2,0.162
1,27,59,3,0.14
1,27,59,4,0.127
1,28,59,0,0.093
1,28,59,1,0.076
1,28,59,2,0.097
1,28,59,3,0.085
1,28,59,4,0.079
1,29,59,0,0.114
1,29,59,1,0.102
1,29,59,2,0.126
1,29,59,3,0.098
1,29,59,4,0.106
1,30,59,0,0.089
1,30,59,1,0.085
1,30,59,2,0.095
1,30,59,3,0.079
1,30,59,4,0.076
1,31,59,0,0.138
1,31,59,1,0.143
1,31,59,2,0.198
1,31,59,3,0.18
1,31,59,4,0.107
2,0,59,0,0.117
2,0,59,1,0.113
2,0,59,2,0.122
2,0,59,3,0.1
2,0,59,4,0.101
2,1,59,0,0.079
2,1,59,1,0.075
2,1,59,2,0.08
2,1,59,3,0.067
2,1,59,4,0.068
2,2,59,0,0.097
2,2,59,1,0.09
2,2,59,2,0.113
2,2,59,3,0.083
2,2,59,4,0.085
2,3,59,0,0.076
2,3,59,1,0.066
2,3,59,2,0.078
2,3,59,3,0.067
2,3,59,4,0.062
2,4,59,0,0.179
2,4,59,1,0.184
2,4,59,2,0.193
2,4,59,3,0.165
2,4,59,4,0.161
2,5,59,0,0.087
2,5,59,1,0.076
2,5,59,2,0.087
2,5,59,3,0.079
2,5,59,4,0.069
2,6,59,0,0.09
2,6,59,1,0.092
2,6,59,2,0.092
2,6,59,3,0.077
2,6,59,4,0.081
2,7,59,0,0.057
2,7,59,1,0.051
2,7,59,2,0.056
2,7,59,3,0.049
2,7,59,4,0.047
2,8,59,0,0.142
2,8,59,1,0.147
2,8,59,2,0.166
2,8,59,3,0.138
2,8,59,4,0.141
2,9,59,0,0.122
2,9,59,1,0.135
2,9,59,2,0.174
2,9,59,3,0.13
2,9,59,4,0.133
2,10,59,0,0.126
2,10,59,1,0.129
2,10,59,2,0.153
2,10,59,3,0.121
2,10,59,4,0.132
2,11,59,0,0.107
2,11,59,1,0.106
2,11,59,2,0.134
2,11,59,3,0.11
2,11,59,4,0.107
2,12,59,0,0.124
2,12,59,1,0.126
2,12,59,2,0.184
2,12,59,3,0.133
2,12,59,4,0.132
2,13,59,0,0.094
2,13,59,1,0.09
2,13,59,2,0.137
2,13,59,3,0.097
2,13,59,4,0.095
2,14,59,0,0.161
2,14,59,1,0.158
2,14,59,2,0.17
2,14,59,3,0.163
2,14,59,4,0.144
2,15,59,0,0.143
2,15,59,1,0.143
2,15,59,2,0.177
2,15,59,3,0.135
2,15,59,4,0.138
2,16,59,0,0.079
2,16,59,1,0.079
2,16,59,2,0.091
2,16,59,3,0.07
2,16,59,4,0.083
2,17,59,0,0.066
2,17,59,1,0.061
2,17,59,2,0.06
2,17,59,3,0.056
2,17,59,4,0.065
2,18,59,0,0.067
2,18,59,1,0.065
2,18,59,2,0.066
2,18,59,3,0.066
2,18,59,4,0.068
2,19,59,0,0.092
2,19,59,1,0.086
2,19,59,2,0.097
2,19,59,3,0.089
2,19,59,4,0.085
2,20,59,0,0.095
2,20,59,1,0.091
2,20,59,2,0.096
2,20,59,3,0.085
2,20,59,4,0.089
2,21,59,0,0.073
2,21,59,1,0.075
2,21,59,2,0.086
2,21,59,3,0.071
2,21,59,4,0.072
2,22,59,0,0.066
2,22,59,1,0.063
2,22,59,2,0.063
2,22,59,3,0.067
2,22,59,4,0.063
2,23,59,0,0.085
2,23,59,1,0.082
2,23,59,2,0.085
2,23,59,3,0.079
2,23,59,4,0.078
2,24,59,0,0.08
2,24,59,1,0.079
2,24,59,2,0.093
2,24,59,3,0.082
2,24,59,4,0.078
2,25,59,0,0.087
2,25,59,1,0.085
2,25,59,2,0.1
2,25,59,3,0.085
2,25,59,4,0.081
2,26,59,0,0.061
2,26,59,1,0.054
2,26,59,2,0.066
2,26,59,3,0.061
2,26,59,4,0.054
2,27,59,0,0.076
2,27,59,1,0.081
2,27,59,2,0.076
2,27,59,3,0.075
2,27,59,4,0.072
2,28,59,0,0.066
2,28,59,1,0.065
2,28,59,2,0.085
2,28,59,3,0.075
2,28,59,4,0.064
2,29,59,0,0.061
2,29,59,1,0.054
2,29,59,2,0.067
2,29,59,3,0.061
2,29,59,4,0.055
2,30,59,0,0.062
2,30,59,1,0.058
2,30,59,2,0.067
2,30,59,3,0.072
2,30,59,4,0.057
2,31,59,0,0.071
2,31,59,1,0.081
2,31,59,2,0.087
2,31,59,3,0.076
2,31,59,4,0.076
3,0,59,0,0.801
3,0,59,1,0.792
3,0,59,2,0.804
3,0,59,3,0.803
3,0,59,4,0.801
3,1,59,0,0.803
3,1,59,1,0.805
3,1,59,2,0.772
3,1,59,3,0.806
3,1,59,4,0.807
3,2,59,0,0.803
3,2,59,1,0.784
3,2,59,2,0.802
3,2,59,3,0.781
3,2,59,4,0.782
3,3,59,0,0.708
3,3,59,1,0.711
3,3,59,2,0.71
3,3,59,3,0.752
3,3,59,4,0.736
3,4,59,0,0.803
3,4,59,1,0.805
3,4,59,2,0.804
3,4,59,3,0.806
3,4,59,4,0.807
3,5,59,0,0.803
3,5,59,1,0.804
3,5,59,2,0.759
3,5,59,3,0.804
3,5,59,4,0.796
3,6,59,0,0.776
3,6,59,1,0.788
3,6,59,2,0.78
3,6,59,3,0.806
3,6,59,4,0.807
3,7,59,0,0.803
3,7,59,1,0.805
3,7,59,2,0.804
3,7,59,3,0.806
3,7,59,4,0.807
3,8,59,0,0.711
3,8,59,1,0.665
3,8,59,2,0.71
3,8,59,3,0.751
3,8,59,4,0.687
3,9,59,0,0.757
3,9,59,1,0.756
3,9,59,2,0.749
3,9,59,3,0.754
3,9,59,4,0.722
3,10,59,0,0.72
3,10,59,1,0.655
3,10,59,2,0.753
3,10,59,3,0.736
3,10,59,4,0.68
3,11,59,0,0.771
3,11,59,1,0.757
3,11,59,2,0.778
3,11,59,3,0.778
3,11,59,4,0.778
3,12,59,0,0.746
3,12,59,1,0.761
3,12,59,2,0.754
3,12,59,3,0.769
3,12,59,4,0.741
3,13,59,0,0.735
3,13,59,1,0.645
3,13,59,2,0.733
3,13,59,3,0.721
3,13,59,4,0.672
3,14,59,0,0.728
3,14,59,1,0.637
3,14,59,2,0.703
3,14,59,3,0.67
3,14,59,4,0.755
3,15,59,0,0.674
3,15,59,1,0.605
3,15,59,2,0.609
3,15,59,3,0.649
3,15,59,4,0.649
3,16,59,0,0.804
3,16,59,1,0.787
3,16,59,2,0.802
3,16,59,3,0.798
3,16,59,4,0.801
3,17,59,0,0.703
3,17,59,1,0.714
3,17,59,2,0.762
3,17,59,3,0.745
3,17,59,4,0.688
3,18,59,0,0.76
3,18,59,1,0.717
3,18,59,2,0.766
3,18,59,3,0.71
3,18,59,4,0.715
3,19,59,0,0.75
3,19,59,1,0.759
3,19,59,2,0.786
3,19,59,3,0.76
3,19,59,4,0.747
3,20,59,0,0.735
3,20,59,1,0.716
3,20,59,2,0.745
3,20,59,3,0.723
3,20,59,4,0.718
3,21,59,0,0.734
3,21,59,1,0.623
3,21,59,2,0.717
3,21,59,3,0.669
3,21,59,4,0.655
3,22,59,0,0.764
3,22,59,1,0.733
3,22,59,2,0.763
3,22,59,3,0.765
3,22,59,4,0.759
3,23,59,0,0.646
3,23,59,1,0.552
3,23,59,2,0.547
3,23,59,3,0.554
3,23,59,4,0.605
3,24,59,0,0.579
3,24,59,1,0.635
3,24,59,2,0.579
3,24,59,3,0.62
3,24,59,4,0.592
3,25,59,0,0.644
3,25,59,1,0.594
3,25,59,2,0.73
3,25,59,3,0.695
3,25,59,4,0.692
3,26,59,0,0.733
3,26,59,1,0.694
3,26,59,2,0.728
3,26,59,3,0.656
3,26,59,4,0.737
3,27,59,0,0.701
3,27,59,1,0.688
3,27,59,2,0.737
3,27,59,3,0.762
3,27,59,4,0.717
3,28,59,0,0.459
3,28,59,1,0.524
3,28,59,2,0.505
3,28,59,3,0.481
3,28,59,4,0.447
3,29,59,0,0.755
3,29,59,1,0.757
3,29,59,2,0.73
3,29,59,3,0.769
3,29,59,4,0.751
3,30,59,0,0.714
3,30,59,1,0.726
3,30,59,2,0.74
3,30,59,3,0.718
3,30,59,4,0.745
3,31,59,0,0.656
3,31,59,1,0.718
3,31,59,2,0.768
3,31,59,3,0.736
3,31,59,4,0.648
4,0,59,0,0.783
4,0,59,1,0.727
4,0,59,2,0.771
4,0,59,3,0.718
4,0,59,4,0.651
4,1,59,0,0.734
4,1,59,1,0.689
4,1,59,2,0.65
4,1,59,3,0.767
4,1,59,4,0.727
4,2,59,0,0.706
4,2,59,1,0.68
4,2,59,2,0.711
4,2,59,3,0.659
4,2,59,4,0.688
4,3,59,0,0.766
4,3,59,1,0.737
4,3,59,2,0.785
4,3,59,3,0.776
4,3,59,4,0.721
4,4,59,0,0.803
4,4,59,1,0.794
4,4,59,2,0.799
4,4,59,3,0.794
4,4,59,4,0.807
4,5,59,0,0.804
4,5,59,1,0.744
4,5,59,2,0.771
4,5,59,3,0.766
4,5,59,4,0.779
4,6,59,0,0.748
4,6,59,1,0.648
4,6,59,2,0.723
4,6,59,3,0.727
4,6,59,4,0.754
4,7,59,0,0.781
4,7,59,1,0.704
4,7,59,2,0.717
4,7,59,3,0.676
4,7,59,4,0.768
4,8,59,0,0.803
4,8,59,1,0.802
4,8,59,2,0.804
4,8,59,3,0.806
4,8,59,4,0.807
4,9,59,0,0.803
4,9,59,1,0.769
4,9,59,2,0.768
4,9,59,3,0.749
4,9,59,4,0.804
4,10,59,0,0.69
4,10,59,1,0.623
4,10,59,2,0.694
4,10,59,3,0.758
4,10,59,4,0.752
4,11,59,0,0.753
4,11,59,1,0.735
4,11,59,2,0.796
4,11,59,3,0.702
4,11,59,4,0.78
4,12,59,0,0.767
4,12,59,1,0.792
4,12,59,2,0.803
4,12,59,3,0.79
4,12,59,4,0.804
4,13,59,0,0.801
4,13,59,1,0.77
4,13,59,2,0.786
4,13,59,3,0.761
4,13,59,4,0.773
4,14,59,0,0.772
4,14,59,1,0.745
4,14,59,2,0.757
4,14,59,3,0.693
4,14,59,4,0.721
4,15,59,0,0.748
4,15,59,1,0.69
4,15,59,2,0.758
4,15,59,3,0.741
4,15,59,4,0.738
4,16,59,0,0.746
4,16,59,1,0.763
4,16,59,2,0.723
4,16,59,3,0.753
4,16,59,4,0.773
4,17,59,0,0.809
4,17,59,1,0.806
4,17,59,2,0.795
4,17,59,3,0.807
4,17,59,4,0.808
4,18,59,0,0.77
4,18,59,1,0.783
4,18,59,2,0.776
4,18,59,3,0.777
4,18,59,4,0.797
4,19,59,0,0.756
4,19,59,1,0.765
4,19,59,2,0.789
4,19,59,3,0.764
4,19,59,4,0.783
4,20,59,0,0.781
4,20,59,1,0.791
4,20,59,2,0.791
4,20,59,3,0.764
4,20,59,4,0.789
4,21,59,0,0.671
4,21,59,1,0.737
4,21,59,2,0.692
4,21,59,3,0.653
4,21,59,4,0.687
4,22,59,0,0.56
4,22,59,1,0.69
4,22,59,2,0.604
4,22,59,3,0.545
4,22,59,4,0.54
4,23,59,0,0.79
4,23,59,1,0.805
4,23,59,2,0.797
4,23,59,3,0.79
4,23,59,4,0.791
4,24,59,0,0.801
4,24,59,1,0.789
4,24,59,2,0.772
4,24,59,3,0.784
4,24,59,4,0.796
4,25,59,0,0.804
4,25,59,1,0.803
4,25,59,2,0.76
4,25,59,3,0.8
4,25,59,4,0.797
4,26,59,0,0.754
4,26,59,1,0.705
4,26,59,2,0.734
4,26,59,3,0.731
4,26,59,4,0.771
4,27,59,0,0.761
4,27,59,1,0.778
4,27,59,2,0.792
4,27,59,3,0.79
4,27,59,4,0.784
4,28,59,0,0.802
4,28,59,1,0.805
4,28,59,2,0.8
4,28,59,3,0.806
4,28,59,4,0.804
4,29,59,0,0.801
4,29,59,1,0.773
4,29,59,2,0.714
4,29,59,3,0.761
4,29,59,4,0.805
4,30,59,0,0.79
4,30,59,1,0.792
4,30,59,2,0.765
4,30,59,3,0.728
4,30,59,4,0.801
4,31,59,0,0.799
4,31,59,1,0.803
4,31,59,2,0.794
4,31,59,3,0.8
4,31,59,4,0.794
5,0,59,0,0.65
5,0,59,1,0.637
